car_ID, time_s, x_est, y_est, v_est, yaw_est, yawdot_est, x_var, y_var, v_var, yaw_var, yawdot_var, x_tru, y_tru, vx_tru, vy_tru
0, 1.066666, -4.459528, 4.041368, 5.265284, 0.041438, 0.059100, 0.004443, 0.004706, 0.043681, 0.002564, 0.019052, -4.414999, 4.000000, 5.300004, 0.000000
1, 1.066666, 18.466899, -4.082692, -6.029241, 0.064439, 0.098697, 0.005113, 0.042602, 0.028734, 0.012832, 0.043427, 18.400000, -4.000000, -6.000000, -0.000000
2, 1.066666, -10.832266, -0.065832, 2.052925, -0.035183, -0.091567, 0.015120, 0.789690, 0.070714, 2.020296, 1.015980, -10.586677, 0.198556, 2.100437, 0.806638
0, 1.100000, -4.303100, 4.026277, 5.250586, 0.013044, -0.006011, 0.004358, 0.004460, 0.044207, 0.002264, 0.017722, -4.238332, 4.000000, 5.316671, 0.000000
1, 1.100000, 18.285605, -4.012850, -6.043474, 0.015273, 0.019091, 0.005033, 0.040407, 0.031101, 0.011511, 0.038996, 18.200000, -4.000000, -6.000000, -0.000000
2, 1.100000, -10.819774, -0.039820, 2.081730, 0.001082, -0.068779, 0.015598, 0.836333, 0.072602, 2.086088, 1.016368, -10.516663, 0.225444, 2.178231, 0.836514
0, 1.133333, -4.111696, 4.040831, 5.281333, 0.023268, 0.011430, 0.004301, 0.004281, 0.044581, 0.002086, 0.016971, -4.061109, 4.000000, 5.333338, 0.000000
1, 1.133333, 18.074333, -4.057748, -6.037733, 0.037308, 0.048671, 0.005035, 0.040292, 0.031984, 0.011303, 0.037655, 18.000000, -4.000000, -6.000000, -0.000000
2, 1.133333, -10.714135, -0.069396, 2.155633, -0.021007, -0.078387, 0.016127, 0.881110, 0.074541, 2.151235, 1.016052, -10.444055, 0.253327, 2.256025, 0.866389
0, 1.166666, -3.941424, 4.021497, 5.278332, 0.000318, -0.037793, 0.004235, 0.004101, 0.044903, 0.001905, 0.016238, -3.883331, 4.000000, 5.350005, 0.000000
1, 1.166666, 17.875296, -4.009418, -6.064530, 0.006463, 0.000763, 0.005025, 0.039679, 0.033270, 0.010863, 0.035869, 17.800000, -4.000000, -6.000000, -0.000000
2, 1.166666, -10.634824, -0.077746, 2.221790, -0.016397, -0.072954, 0.016682, 0.927170, 0.076499, 2.219732, 1.016135, -10.368854, 0.282207, 2.333819, 0.896264
0, 1.200000, -3.758936, 3.984860, 5.266491, -0.021226, -0.072302, 0.004178, 0.003952, 0.045040, 0.001781, 0.015771, -3.704998, 4.000000, 5.366672, 0.000000
1, 1.200000, 17.657530, -3.944892, -6.083317, -0.023199, -0.037341, 0.005043, 0.039684, 0.033451, 0.010756, 0.035057, 17.600000, -4.000000, -6.000000, -0.000000
2, 1.200000, -10.438584, -0.136633, 2.349033, -0.044885, -0.080769, 0.017287, 0.972947, 0.078497, 2.289710, 1.016065, -10.291060, 0.312082, 2.411613, 0.926140
0, 1.233333, -3.625534, 3.964352, 5.124782, -0.019561, -0.038655, 0.004119, 0.003817, 0.044957, 0.001690, 0.015454, -3.526109, 4.000000, 5.383338, 0.000000
1, 1.233333, 17.502753, -3.787715, -5.903452, -0.078995, -0.088012, 0.005065, 0.039821, 0.032605, 0.010753, 0.034625, 17.400000, -4.000000, -6.000000, -0.000000
2, 1.233333, -10.378045, -0.111292, 2.389866, 0.007030, -0.052450, 0.018011, 1.020759, 0.080526, 2.362645, 1.016212, -10.210673, 0.342954, 2.489407, 0.956015
0, 1.266666, -3.448694, 4.016319, 5.167066, 0.010822, 0.015377, 0.004059, 0.003694, 0.044807, 0.001620, 0.015227, -3.346664, 4.000000, 5.400005, 0.000000
1, 1.266666, 17.332290, -3.831424, -5.831905, -0.060376, -0.062250, 0.005055, 0.039488, 0.029715, 0.010718, 0.034320, 17.200000, -4.000000, -6.000000, -0.000000
2, 1.266666, -10.462874, -0.041320, 2.357833, 0.064019, -0.033023, 0.018773, 1.065820, 0.082612, 2.435009, 1.015568, -10.127693, 0.374821, 2.567201, 0.985891
0, 1.300000, -3.213539, 4.044578, 5.298258, 0.034074, 0.051437, 0.003983, 0.003564, 0.044869, 0.001507, 0.014777, -3.166664, 4.000000, 5.416672, 0.000000
1, 1.300000, 17.087107, -3.971853, -5.877114, 0.001264, 0.012161, 0.005053, 0.039294, 0.028383, 0.010703, 0.033985, 17.000000, -4.000000, -6.000000, -0.000000
2, 1.300000, -10.240256, -0.174466, 2.475336, -0.063976, -0.093978, 0.019340, 1.104315, 0.084729, 2.502508, 1.012592, -10.042120, 0.407684, 2.644994, 1.015766
0, 1.333333, -3.026878, 4.056052, 5.360456, 0.021187, 0.001292, 0.003878, 0.003423, 0.044908, 0.001356, 0.014159, -2.986108, 4.000000, 5.433339, 0.000000
