car_ID, time_s, x_est, y_est, v_est, yaw_est, yawdot_est, x_var, y_var, v_var, yaw_var, yawdot_var, x_tru, y_tru, vx_tru, vy_tru
0, 1.200000, -3.747335, 3.984203, 5.256794, -0.029042, -0.088087, 0.001914, 0.001862, 0.034382, 0.001281, 0.014136, -3.704998, 4.000000, 5.366672, 0.000000
1, 1.200000, 17.589312, -3.995702, -6.069327, 0.004320, 0.018119, 0.001400, 0.004505, 0.019702, 0.002504, 0.019185, 17.600000, -4.000000, -6.000000, -0.000000
2, 1.200000, -10.324209, 0.242892, 2.246936, 0.241926, 0.158210, 0.001257, 0.004239, 0.023536, 0.020692, 0.085794, -10.291060, 0.312082, 2.411613, 0.926140
0, 1.233333, -3.603898, 3.974238, 5.122126, -0.027490, -0.060897, 0.001915, 0.001804, 0.034355, 0.001226, 0.013938, -3.526109, 4.000000, 5.383338, 0.000000
1, 1.233333, 17.394509, -3.989268, -5.976831, 0.003843, 0.023098, 0.001399, 0.004446, 0.019829, 0.002416, 0.018891, 17.400000, -4.000000, -6.000000, -0.000000
2, 1.233333, -10.261139, 0.251287, 2.201918, 0.235624, 0.144624, 0.001255, 0.004254, 0.023126, 0.018985, 0.077484, -10.210673, 0.342954, 2.489407, 0.956015
0, 1.266666, -3.423111, 4.000483, 5.136709, -0.004301, -0.006928, 0.001913, 0.001743, 0.034390, 0.001179, 0.013778, -3.346664, 4.000000, 5.400005, 0.000000
1, 1.266666, 17.210896, -4.013987, -5.900211, 0.020129, 0.053470, 0.001399, 0.004378, 0.019929, 0.002344, 0.018677, 17.200000, -4.000000, -6.000000, -0.000000
2, 1.266666, -10.196743, 0.291510, 2.215466, 0.280591, 0.201531, 0.001253, 0.004223, 0.022537, 0.017525, 0.070517, -10.127693, 0.374821, 2.567201, 0.985891
0, 1.300000, -3.212434, 4.020877, 5.235417, 0.014931, 0.032986, 0.001907, 0.001679, 0.034685, 0.001116, 0.013505, -3.166664, 4.000000, 5.416672, 0.000000
1, 1.300000, 17.008327, -4.035176, -5.887414, 0.033455, 0.075180, 0.001398, 0.004306, 0.020074, 0.002283, 0.018505, 17.000000, -4.000000, -6.000000, -0.000000
2, 1.300000, -10.106111, 0.348754, 2.309828, 0.337489, 0.269096, 0.001252, 0.004154, 0.022507, 0.016013, 0.063798, -10.042120, 0.407684, 2.644994, 1.015766
0, 1.333333, -3.008349, 4.034399, 5.356987, 0.013993, 0.008192, 0.001895, 0.001605, 0.035180, 0.001031, 0.013080, -2.986108, 4.000000, 5.433339, 0.000000
1, 1.333333, 16.821418, -4.012765, -5.929988, 0.015603, 0.035597, 0.001394, 0.004249, 0.020126, 0.002240, 0.018411, 16.800000, -4.000000, -6.000000, -0.000000
2, 1.333333, -10.006795, 0.399998, 2.491702, 0.353351, 0.251308, 0.001251, 0.004027, 0.023307, 0.014160, 0.056434, -9.953953, 0.441543, 2.722789, 1.045642
