sen_ID_lid_rad, time_s, x, y, v
1, 8.766666, 20.304446, -0.050598, -2.608831
0, 8.766666, 5.845472, -4.183388, 0.000000
1, 8.766666, 5.646681, -4.054699, 5.223544
0, 8.766666, 43.693715, 3.467250, 0.000000
1, 8.766666, 43.526793, 3.547761, 6.216124
0, 8.800000, 20.029357, -0.145662, 0.000000
1, 8.800000, 20.232103, -0.655935, -2.591766
0, 8.800000, 5.692977, -4.145786, 0.000000
1, 8.800000, 5.752859, -4.249072, 5.364152
0, 8.800000, 43.537881, 3.503213, 0.000000
1, 8.800000, 43.846453, 2.237991, 6.300080
0, 8.833333, 19.846416, -0.030516, 0.000000
1, 8.833333, 20.290786, 0.311634, -3.167816
0, 8.833333, 5.810591, -4.030640, 0.000000
1, 8.833333, 6.276988, -4.046888, 4.907794
0, 8.833333, 43.652155, 3.616721, 0.000000
1, 8.833333, 44.036519, 4.345189, 5.790917
0, 8.866666, 19.765965, 0.003498, 0.000000
1, 8.866666, 20.178116, -0.336068, -2.679856
0, 8.866666, 6.032917, -3.996626, 0.000000
1, 8.866666, 6.338515, -4.240568, 5.511898
0, 8.866666, 43.871141, 3.649095, 0.000000
1, 8.866666, 44.340175, 2.927918, 6.345761
0, 8.900000, 19.934804, -0.416112, 0.000000
1, 8.900000, 19.506244, -0.278310, -3.444933
0, 8.900000, 6.506756, -4.416236, 0.000000
1, 8.900000, 6.073496, -3.917590, 4.859699
0, 8.900000, 44.341640, 3.227847, 0.000000
1, 8.900000, 43.963307, 2.990663, 5.647567
0, 8.933333, 19.765926, 0.146948, 0.000000
1, 8.933333, 19.493994, 0.363272, -3.273498
0, 8.933333, 6.645099, -3.853176, 0.000000
1, 8.933333, 6.480138, -3.764154, 5.140998
0, 8.933333, 44.476643, 3.789268, 0.000000
1, 8.933333, 44.133671, 4.446973, 5.885880
0, 8.966666, 19.505595, 0.351181, 0.000000
1, 8.966666, 19.602728, -0.162098, -3.939998
0, 8.966666, 6.694212, -3.648943, 0.000000
1, 8.966666, 6.759814, -4.052039, 4.581582
0, 8.966666, 44.522416, 3.991862, 0.000000
1, 8.966666, 44.648841, 3.270791, 5.286256
0, 9.000000, 19.506165, -0.223012, 0.000000
1, 9.000000, 19.285504, -0.830010, -3.802570
0, 9.000000, 7.006448, -4.223136, 0.000000
1, 9.000000, 6.655361, -4.192678, 4.823531
0, 9.000000, 44.831313, 3.416030, 0.000000
1, 9.000000, 44.743678, 1.700670, 5.490557
0, 9.033333, 19.271421, 0.155920, 0.000000
1, 9.033333, 19.521162, -1.452082, -3.252959
0, 9.033333, 7.085591, -3.844204, 0.000000
1, 9.033333, 7.041582, -4.627066, 5.475294
0, 9.033333, 44.907117, 3.793324, 0.000000
1, 9.033333, 45.356580, 0.288722, 6.107040
0, 9.066666, 19.174439, -0.016376, 0.000000
1, 9.066666, 19.328024, 0.032926, -3.333666
0, 9.066666, 7.304721, -4.016500, 0.000000
1, 9.066666, 7.458138, -4.015098, 5.494549
0, 9.066666, 45.122906, 3.619389, 0.000000
1, 9.066666, 45.270088, 3.717398, 6.093201
0, 9.100000, 19.100570, -0.138004, 0.000000
1, 9.100000, 18.946179, -0.640847, -3.993542
0, 9.100000, 7.549184, -4.138128, 0.000000
1, 9.100000, 7.291560, -4.158400, 4.932610
0, 9.100000, 45.364030, 3.496121, 0.000000
1, 9.100000, 45.317593, 2.087672, 5.500190
0, 9.133333, 18.969425, 0.014334, 0.000000
1, 9.133333, 19.302457, 0.097709, -3.871544
0, 9.133333, 7.738594, -3.985790, 0.000000
1, 9.133333, 8.062661, -4.083363, 5.150670
0, 9.133333, 45.550100, 3.646820, 0.000000
1, 9.133333, 45.863462, 3.886105, 5.689051
0, 9.166666, 18.784617, -0.308218, 0.000000
1, 9.166666, 18.942114, 0.026739, -4.191990
0, 9.166666, 7.876563, -4.308342, 0.000000
1, 9.166666, 8.036113, -4.003964, 4.924549
0, 9.166666, 45.684730, 3.322630, 0.000000
1, 9.166666, 45.836988, 3.698072, 5.435465
0, 9.200000, 18.813449, 0.315425, 0.000000
1, 9.200000, 18.716539, -0.377596, -3.610582
0, 9.200000, 8.230394, -3.684699, 0.000000
1, 9.200000, 8.061827, -4.136022, 5.598671
0, 9.200000, 46.035221, 3.944634, 0.000000
1, 9.200000, 46.006090, 2.696688, 6.083731
0, 9.233333, 18.448168, 0.082105, 0.000000
1, 9.233333, 18.366757, -0.732731, -4.429798
0, 9.233333, 8.192334, -3.918019, 0.000000
1, 9.233333, 7.990938, -4.203943, 4.870674
0, 9.233333, 45.993822, 3.709675, 0.000000
1, 9.233333, 46.035123, 1.772231, 5.331370
